排名,代码,名称,东财行业,链条,筹码合成,全市场分位%,总市值亿,PE,距52周高点%,概念标签
700,002429.SZ,兆驰股份,黑色家电,AI+SEMI,-0.0078,45.1,359.9,46.0,-77.2,AI应用|CPO概念|光通信模块|汽车芯片
701,002444.SZ,巨星科技,通用设备,AI,-0.0078,45.1,341.5,16.57,114.6,人工智能
702,600531.SH,豫光金铅,工业金属,SEMI,-0.0058,45.1,168.0,15.28,-25.1,半导体概念
703,300977.SZ,深圳瑞捷,工程咨询服务Ⅱ,AI+SEMI,0.0025,45.5,24.5,-176.98,-85.5,AI应用|人工智能|半导体概念
704,603180.SH,金牌家居,家居用品,AI,0.0047,45.6,23.5,-41.5,,AI智能体
705,688106.SH,金宏气体,电子化学品Ⅱ,SEMI,0.0074,45.6,144.9,743.78,-82.7,半导体概念|第三代半导体
706,300011.SZ,鼎汉技术,轨交设备Ⅱ,AI,0.0075,45.7,36.0,-122.41,,人工智能
707,688009.SH,中国通号,轨交设备Ⅱ,SEMI,0.0077,45.7,526.3,25.23,-65.6,国产芯片
708,688498.SH,源杰科技,半导体,AI+SEMI,0.0123,45.8,1918.6,267.29,186.0,光通信模块|半导体概念|国产芯片
709,601179.SH,中国西电,电网设备,SEMI,0.0129,45.9,652.5,47.42,-73.5,半导体概念
710,300650.SZ,太龙股份,其他电子Ⅱ,SEMI,0.0155,46.0,28.1,115.52,-86.0,半导体概念|存储芯片
711,002787.SZ,华源控股,包装印刷,SEMI,0.0161,46.1,69.3,46.17,-57.9,半导体概念
712,000651.SZ,格力电器,白色家电,AI+SEMI,0.0167,46.1,2321.8,9.54,420.7,国产芯片|液冷服务器
713,300792.SZ,壹网壹创,互联网电商,AI,0.0206,46.3,53.9,42.95,-52.5,AI应用
714,603613.SH,国联股份,互联网电商,AI,0.0214,46.3,129.0,11.77,84.1,AI智能体|人工智能|算力概念
715,600633.SH,浙数文化,游戏Ⅱ,AI,0.0232,46.4,126.3,20.95,-60.8,AI应用|人工智能
716,301273.SZ,瑞晨环保,通用设备,AI,0.0260,46.6,40.2,-55.03,,AI芯片
717,000333.SZ,美的集团,白色家电,AI+SEMI,0.0270,46.7,6560.0,12.94,479.4,国产芯片|液冷服务器
718,000725.SZ,京东方Ａ,光学光电子,AI+SEMI,0.0272,46.7,2130.0,31.19,-83.9,人工智能|先进封装|国产芯片
719,301050.SZ,雷电微力,军工电子Ⅱ,SEMI,0.0285,46.7,69.1,-37.76,,国产芯片
720,002432.SZ,九安医疗,医疗器械,AI,0.0358,47.0,313.5,5.11,847.5,多模态AI
721,300183.SZ,东软载波,通信设备,SEMI,0.0387,47.2,47.5,-52.58,,半导体概念|国产芯片
722,002915.SZ,中欣氟材,化学制品,SEMI,0.0398,47.2,55.7,628.86,-94.7,国产芯片|第三代半导体
723,002253.SZ,川大智胜,软件开发,AI,0.0399,47.2,21.2,-29.53,,人工智能
724,301381.SZ,赛维时代,互联网电商,AI,0.0408,47.3,95.7,56.22,-31.5,人工智能
725,003017.SZ,大洋生物,化学原料,SEMI,0.0418,47.4,22.7,19.71,6.0,半导体概念
726,002151.SZ,北斗星通,军工电子Ⅱ,SEMI,0.0420,47.4,150.5,277.55,,汽车芯片
727,300925.SZ,法本信息,软件开发,AI,0.0427,47.4,61.2,68.05,-76.8,AI应用|人工智能
728,002870.SZ,香山股份,汽车零部件,AI,0.0442,47.5,72.1,-172.13,-59.5,人工智能
729,601908.SH,京运通,电力,SEMI,0.0447,47.5,71.2,-11.89,,半导体概念|第三代半导体
730,601636.SH,旗滨集团,玻璃玻纤,SEMI,0.0450,47.5,169.5,323.18,-94.5,国产芯片
731,603421.SH,鼎信通讯,通信设备,SEMI,0.0458,47.6,38.0,-10.13,,国产芯片
732,601607.SH,上海医药,医药商业,AI,0.0465,47.6,600.4,10.59,56.7,人工智能
733,301305.SZ,朗坤科技,环境治理,AI,0.0481,47.7,58.1,15.16,28.2,人工智能
734,000887.SZ,中鼎股份,汽车零部件,AI,0.0513,47.8,277.4,21.54,14.6,液冷服务器|算力概念
735,300188.SZ,国投智能,软件开发,AI,0.0516,47.8,89.4,-17.54,,AI应用|AI智能体|人工智能|算力概念
736,002077.SZ,大港股份,半导体,SEMI,0.0552,47.9,70.1,45.64,-86.9,半导体概念|国产芯片|存储芯片|汽车芯片
737,603315.SH,福鞍股份,环境治理,AI,0.0564,48.0,36.7,45.72,-87.1,算力概念
738,688726.SH,拉普拉斯,光伏设备,SEMI,0.0567,48.0,190.6,39.57,21.2,半导体概念
739,301348.SZ,蓝箭电子,半导体,SEMI,0.0568,48.0,49.3,-153.45,,先进封装|半导体概念|国产芯片|存储芯片|第三代半导体
740,688777.SH,中控技术,自动化设备,AI,0.0578,48.0,698.7,233.89,-49.9,AI应用|AI智能体
741,605136.SH,丽人丽妆,互联网电商,AI,0.0581,48.1,31.7,70.32,,AI应用
742,300490.SZ,华自科技,电网设备,AI,0.0618,48.2,46.0,13.87,,人工智能|算力概念
743,688557.SH,兰剑智能,通用设备,AI,0.0618,48.2,30.4,34.65,-24.5,人工智能
744,300822.SZ,贝仕达克,消费电子,AI,0.0677,48.5,33.3,109.53,-96.7,AIGC概念|人工智能
745,300578.SZ,会畅科技,通信服务,AI,0.0677,48.5,30.0,-49.23,,AIGC概念|人工智能
746,300217.SZ,东方电热,家电零部件Ⅱ,AI,0.0700,48.6,62.5,54.69,-90.6,光通信模块
747,002413.SZ,雷科防务,军工电子Ⅱ,AI+SEMI,0.0704,48.7,99.5,-274.49,,人工智能|国产芯片|存储芯片|算力概念
748,688100.SH,威胜信息,通信设备,SEMI,0.0704,48.7,124.0,30.64,14.6,国产芯片
749,600170.SH,上海建工,房屋建设Ⅱ,AI,0.0711,48.7,199.9,5030.92,-84.0,人工智能
750,600160.SH,巨化股份,化学制品,AI+SEMI,0.0732,48.8,1021.0,21.76,53.8,半导体概念|国产芯片|液冷服务器
751,301099.SZ,雅创电子,其他电子Ⅱ,AI+SEMI,0.0734,48.8,90.8,33.19,-1.9,人工智能|半导体概念|国产芯片|存储芯片|汽车芯片
752,002979.SZ,雷赛智能,自动化设备,AI,0.0737,48.8,171.1,59.32,-23.5,人工智能
753,600666.SH,奥瑞德,IT服务Ⅱ,AI,0.0777,49.1,93.0,-583.45,-97.4,AI智能体|人工智能|算力概念
754,300788.SZ,中信出版,出版,AI,0.0785,49.1,44.3,28.74,-54.8,AI语料
755,300292.SZ,吴通控股,通信服务,AI,0.0795,49.2,55.4,33.53,-90.8,人工智能
756,300210.SZ,森远股份,环保设备Ⅱ,AI,0.0799,49.2,39.5,-84.33,,算力概念
757,603516.SH,淳中科技,计算机设备,SEMI,0.0800,49.3,194.9,2849.59,45.5,国产芯片
758,301012.SZ,扬电科技,电网设备,AI,0.0807,49.4,48.8,78.77,-75.3,算力概念
759,300825.SZ,阿尔特,汽车服务,AI+SEMI,0.0847,49.5,50.5,84.33,,人工智能|多模态AI|汽车芯片|算力概念|英伟达概念
760,688362.SH,甬矽电子,半导体,SEMI,0.0853,49.6,286.6,269.3,-81.5,先进封装|半导体概念|国产芯片
761,300037.SZ,新宙邦,电池,AI+SEMI,0.0854,49.6,467.4,23.76,111.9,半导体概念|液冷服务器
762,688085.SH,三友医疗,医疗器械,AI,0.0858,49.6,47.9,169.6,-84.4,人工智能
763,002028.SZ,思源电气,电网设备,SEMI,0.0866,49.7,1371.1,46.84,324.4,半导体概念
764,300031.SZ,宝通科技,游戏Ⅱ,AI,0.0928,49.9,90.0,20.34,-37.2,人工智能
765,603906.SH,龙蟠科技,电池,AI,0.0941,49.9,156.5,18.26,-91.4,液冷服务器
766,301042.SZ,安联锐视,计算机设备,AI,0.0956,50.0,31.2,69.45,-67.7,AI应用|算力概念
767,688202.SH,美迪西,医疗服务,AI,0.0964,50.0,127.2,123.28,,AI应用
768,002583.SZ,海能达,通信设备,AI+SEMI,0.0968,50.1,149.5,-120.28,,人工智能|国产芯片
769,600446.SH,金证股份,IT服务Ⅱ,AI,0.0994,50.3,100.0,396.77,,人工智能
770,603025.SH,大豪科技,自动化设备,AI,0.1020,50.4,150.7,14.16,-24.5,人工智能
771,300802.SZ,矩子科技,自动化设备,AI+SEMI,0.1025,50.4,66.9,51.4,-68.2,人工智能|半导体概念
772,688561.SH,奇安信-U,软件开发,AI,0.1054,50.6,168.0,-10.82,,AI应用|人工智能
773,301128.SZ,强瑞技术,专用设备,AI+SEMI,0.1097,50.7,153.7,89.22,19.4,半导体概念|液冷服务器|英伟达概念
774,300722.SZ,新余国科,航天装备Ⅱ,AI,0.1109,50.8,57.5,406.16,-70.4,人工智能
775,300732.SZ,设研院,工程咨询服务Ⅱ,AI,0.1118,50.9,22.0,-25.16,,人工智能
776,300872.SZ,天阳科技,IT服务Ⅱ,AI,0.1149,51.0,73.2,61.0,,AI智能体|人工智能|多模态AI|算力概念
777,300824.SZ,北鼎股份,小家电,SEMI,0.1162,51.0,24.5,25.76,-67.7,国产芯片
778,300283.SZ,温州宏丰,电网设备,SEMI,0.1166,51.0,64.5,34.93,-75.6,半导体概念|第三代半导体
779,688456.SH,有研粉材,金属新材料,SEMI,0.1191,51.1,83.7,69.11,-13.3,半导体概念
780,000547.SZ,航天发展,军工电子Ⅱ,SEMI,0.1219,51.2,215.2,-48.12,,国产芯片
781,002892.SZ,科力尔,电机Ⅱ,AI,0.1228,51.3,66.2,-142.17,-97.4,人工智能
782,688288.SH,鸿泉技术,计算机设备,AI,0.1255,51.5,18.2,-59.18,-97.6,人工智能
783,300793.SZ,佳禾智能,消费电子,AI,0.1266,51.5,41.1,-118.65,,人工智能
784,301225.SZ,恒勃股份,汽车零部件,SEMI,0.1314,51.8,81.1,84.78,-18.3,汽车芯片
785,601208.SH,东材科技,塑料,SEMI,0.1315,51.8,441.7,70.84,-59.7,半导体概念
786,601900.SH,南方传媒,出版,AI,0.1357,52.0,103.8,10.94,21.0,AI应用|人工智能
787,300276.SZ,三丰智能,自动化设备,AI,0.1361,52.1,85.6,-173.8,,人工智能
788,002418.SZ,康盛股份,家电零部件Ⅱ,AI,0.1368,52.1,41.8,216.31,-98.5,液冷服务器|算力概念
789,600186.SH,莲花控股,调味发酵品Ⅱ,AI+SEMI,0.1390,52.1,203.1,35.39,-80.4,AI智能体|半导体概念|算力概念
790,300302.SZ,同有科技,计算机设备,SEMI,0.1396,52.2,137.5,39.42,-87.3,国产芯片|存储芯片
791,002123.SZ,梦网科技,通信服务,AI,0.1418,52.3,62.0,-31.83,,人工智能
792,600103.SH,青山纸业,造纸,AI,0.1427,52.3,64.1,79.65,-98.3,光通信模块
793,002148.SZ,北纬科技,通信服务,SEMI,0.1444,52.4,34.0,355.18,-99.6,国产芯片
794,002410.SZ,广联达,软件开发,AI,0.1453,52.4,147.0,36.69,-77.7,AI应用|AI智能体|人工智能
795,300475.SZ,香农芯创,其他电子Ⅱ,SEMI,0.1487,52.5,718.4,13.53,295.1,半导体概念|存储芯片
796,301202.SZ,朗威股份,通信设备,AI,0.1506,52.6,50.9,71.5,-57.0,液冷服务器|算力概念
797,688158.SH,优刻得-W,IT服务Ⅱ,AI,0.1510,52.6,138.2,855.56,,人工智能|液冷服务器|算力概念
798,002065.SZ,东华软件,IT服务Ⅱ,AI,0.1530,52.7,218.0,48.95,-85.8,AI智能体|人工智能|算力概念
799,600645.SH,中源协和,生物制品,AI,0.1531,52.7,90.0,92.79,-76.5,人工智能
800,000158.SZ,常山北明,IT服务Ⅱ,AI,0.1548,52.8,198.1,-48.75,-98.0,AI应用|人工智能
801,002990.SZ,盛视科技,计算机设备,AI,0.1593,52.9,124.9,58.55,-35.9,AIGC概念|人工智能|多模态AI
802,300079.SZ,数码视讯,IT服务Ⅱ,AI+SEMI,0.1596,53.0,62.9,138.58,-97.3,AIGC概念|AI智能体|人工智能|国产芯片
803,301078.SZ,孩子王,专业连锁Ⅱ,AI,0.1617,53.1,87.5,45.0,-75.1,AI智能体|人工智能
804,603212.SH,赛伍技术,光伏设备,SEMI,0.1618,53.2,50.7,-109.82,,国产芯片
805,002409.SZ,雅克科技,半导体,SEMI,0.1630,53.2,669.1,62.72,111.5,半导体概念|国产芯片|存储芯片
806,300346.SZ,南大光电,电子化学品Ⅱ,SEMI,0.1644,53.2,387.2,77.93,-49.6,半导体概念|第四代半导体
807,002230.SZ,科大讯飞,软件开发,AI,0.1752,53.7,935.1,-229.38,-63.6,AIGC概念|AI应用|人工智能|多模态AI
808,688400.SH,凌云光,专用设备,AI,0.1809,54.0,218.4,27.33,-27.2,AIGC概念|人工智能|光通信模块
809,600258.SH,首旅酒店,酒店餐饮,AI,0.1835,54.1,135.9,20.09,-25.0,人工智能
810,301503.SZ,智迪科技,计算机设备,AI+SEMI,0.1850,54.2,22.5,123.28,-19.8,人工智能|国产芯片
811,601728.SH,中国电信,通信服务,AI,0.1852,54.2,5920.5,15.11,-67.5,人工智能|算力概念
812,301172.SZ,君逸数码,IT服务Ⅱ,AI,0.1865,54.3,37.3,115.85,-87.3,AI应用|人工智能|多模态AI|算力概念
813,603629.SH,利通电子,消费电子,AI+SEMI,0.1870,54.4,446.6,41.16,45.7,人工智能|国产芯片|算力概念|英伟达概念
814,688332.SH,中科蓝讯,半导体,SEMI,0.1870,54.4,158.6,16.53,888.4,半导体概念|国产芯片
815,300384.SZ,三联虹普,专业工程,AI,0.1875,54.5,38.8,21.38,-40.8,AI应用|AI智能体
816,600733.SH,北汽蓝谷,乘用车,SEMI,0.1876,54.5,315.8,-9.07,,汽车芯片
817,600060.SH,海信视像,黑色家电,AI+SEMI,0.1914,54.6,330.2,13.98,90.9,AI智能体|人工智能|国产芯片|多模态AI
818,300458.SZ,全志科技,半导体,AI+SEMI,0.1916,54.7,303.1,37.32,-62.4,人工智能|半导体概念|国产芯片|汽车芯片|算力概念
819,688768.SH,容知日新,通用设备,AI,0.1923,54.7,35.5,-38.83,-22.9,人工智能|多模态AI
820,600556.SH,天下秀,广告营销,AI,0.1924,54.7,81.0,628.03,-98.9,AIGC概念|AI应用|AI智能体|人工智能
821,688123.SH,聚辰股份,半导体,AI+SEMI,0.1924,54.8,210.4,20.03,330.3,光通信模块|半导体概念|国产芯片|存储芯片|汽车芯片
822,300770.SZ,新媒股份,电视广播Ⅱ,AI,0.1927,54.8,75.8,13.24,182.1,人工智能
823,000049.SZ,德赛电池,电池,SEMI,0.1950,54.8,90.2,21.96,4.0,先进封装
824,002352.SZ,顺丰控股,物流,AI,0.1951,54.9,1734.4,17.17,116.7,人工智能
825,300143.SZ,盈康生命,医疗服务,AI,0.1965,55.0,72.1,53.49,-92.4,AI智能体|多模态AI
826,002575.SZ,群兴玩具,综合Ⅱ,AI,0.2009,55.1,30.0,-30.83,,算力概念
827,000886.SZ,海南高速,铁路公路,AI,0.2036,55.2,45.0,-47.88,-85.4,算力概念
828,300787.SZ,海能实业,消费电子,SEMI,0.2061,55.3,31.1,-80.17,-79.1,第三代半导体
829,300065.SZ,海兰信,航海装备Ⅱ,AI,0.2074,55.4,106.3,518.43,-97.7,人工智能|液冷服务器|算力概念
830,300248.SZ,新开普,计算机设备,AI,0.2081,55.4,40.2,-34.23,-89.4,AI应用|AI智能体
831,601595.SH,上海电影,影视院线,AI,0.2099,55.5,70.6,135.69,-86.5,AI语料
832,300400.SZ,劲拓股份,自动化设备,AI+SEMI,0.2114,55.5,68.1,66.46,-65.1,人工智能|先进封装|半导体概念
833,301167.SZ,建研设计,工程咨询服务Ⅱ,AI,0.2129,55.6,16.0,38.62,-81.0,人工智能
834,002261.SZ,拓维信息,软件开发,AI,0.2131,55.6,316.0,228.25,-95.7,人工智能|液冷服务器
835,002860.SZ,星帅尔,家电零部件Ⅱ,AI,0.2133,55.6,55.1,27.5,-49.4,光通信模块
836,601615.SH,明阳智能,风电设备,SEMI,0.2136,55.7,239.7,243.04,-83.1,国产芯片
837,603381.SH,永臻股份,光伏设备,AI,0.2153,55.8,36.7,37.61,,液冷服务器
838,002677.SZ,浙江美大,厨卫电器,AI,0.2161,55.8,43.2,370.78,-99.0,人工智能
839,300514.SZ,友讯达,电网设备,SEMI,0.2161,55.8,19.8,-60.48,,国产芯片
840,002839.SZ,张家港行,银行Ⅱ,AI,0.2177,55.9,107.6,4.66,-18.5,人工智能
841,688047.SH,龙芯中科,半导体,AI+SEMI,0.2181,55.9,411.9,-90.36,,半导体概念|国产芯片|算力概念
842,600526.SH,菲达环保,环保设备Ⅱ,AI,0.2189,56.0,41.9,14.35,-64.2,人工智能
843,300448.SZ,浩云科技,IT服务Ⅱ,AI+SEMI,0.2202,56.0,37.1,-221.12,,AI应用|AI智能体|人工智能|国产芯片
844,002929.SZ,润建股份,通信服务,AI,0.2210,56.1,150.3,298.15,,人工智能|多模态AI|算力概念
845,688039.SH,当虹科技,IT服务Ⅱ,AI,0.2253,56.3,36.3,-59.65,,AIGC概念|AI应用|人工智能|多模态AI|英伟达概念
846,300672.SZ,国科微,半导体,AI+SEMI,0.2262,56.3,344.2,156.63,,AI芯片|人工智能|半导体概念|国产芯片|存储芯片|汽车芯片|第三代半导体
847,300327.SZ,中颖电子,半导体,SEMI,0.2262,56.3,75.6,92.24,-80.9,半导体概念|国产芯片|汽车芯片
848,300296.SZ,利亚德,光学光电子,AI+SEMI,0.2264,56.4,136.1,98.44,-92.5,AI应用|人工智能|半导体概念|第三代半导体
849,002073.SZ,软控股份,专用设备,SEMI,0.2277,56.4,61.4,22.56,-61.7,汽车芯片
850,300409.SZ,道氏技术,电池,AI,0.2304,56.5,144.5,24.9,-27.6,AI芯片|人工智能
851,002908.SZ,德生科技,IT服务Ⅱ,AI,0.2335,56.6,29.6,-56.22,,AI应用|AI语料|人工智能
852,300429.SZ,强力新材,电子化学品Ⅱ,SEMI,0.2344,56.7,59.7,-51.8,,半导体概念
853,301066.SZ,万事利,纺织制造,AI,0.2348,56.7,27.8,46.68,-84.3,AIGC概念|AI智能体|人工智能
854,300077.SZ,国民技术,半导体,SEMI,0.2360,56.8,133.7,1514.48,,半导体概念|国产芯片
855,002721.SZ,金一文化,饰品,AI,0.2374,56.8,75.8,56.0,-96.9,AI智能体
856,002373.SZ,千方科技,IT服务Ⅱ,AI,0.2381,56.9,117.1,-280.7,-95.1,AIGC概念|AI智能体|人工智能
857,301376.SZ,致欧科技,家居用品,AI,0.2409,57.1,83.0,27.6,-25.4,AI应用|多模态AI
858,600143.SH,金发科技,塑料,AI,0.2424,57.2,373.5,27.26,-53.3,算力概念
859,600054.SH,黄山旅游,旅游及景区,AI,0.2425,57.2,81.0,31.07,-59.4,人工智能
860,002614.SZ,奥佳华,其他家电Ⅱ,AI,0.2469,57.4,33.7,-12.76,,人工智能
861,300616.SZ,尚品宅配,家居用品,AI,0.2530,57.6,23.3,-6.02,,AIGC概念|AI智能体
862,600552.SH,凯盛科技,光学光电子,SEMI,0.2541,57.7,165.2,147.94,-85.9,半导体概念
863,300099.SZ,尤洛卡,专用设备,AI,0.2552,57.8,43.5,76.77,-75.0,多模态AI
864,000959.SZ,首钢股份,普钢,AI,0.2560,57.9,273.8,39.32,-89.2,AI智能体
865,000090.SZ,天健集团,房地产开发,AI,0.2568,57.9,63.9,-9.6,,人工智能
866,300545.SZ,联得装备,光学光电子,SEMI,0.2581,58.0,63.4,58.34,-48.5,半导体概念|国产芯片
867,688279.SH,峰岹科技,半导体,SEMI,0.2582,58.0,206.2,58.4,123.1,半导体概念|国产芯片|汽车芯片
868,301132.SZ,满坤科技,元件,AI,0.2591,58.1,52.4,72.33,-26.1,光通信模块
869,688213.SH,思特威-W,半导体,AI+SEMI,0.2614,58.2,389.4,36.84,181.6,AI芯片|人工智能|半导体概念|国产芯片|汽车芯片
870,300657.SZ,弘信电子,元件,AI,0.2623,58.2,161.1,64.99,-54.9,液冷服务器|算力概念|英伟达概念
871,603726.SH,朗迪集团,家电零部件Ⅱ,SEMI,0.2640,58.3,43.0,12.31,22.5,半导体概念
872,301418.SZ,协昌科技,自动化设备,SEMI,0.2645,58.3,27.2,314.79,-97.0,国产芯片
873,603322.SH,超讯科技,通信服务,AI+SEMI,0.2651,58.4,39.4,38.1,,AIGC概念|AI应用|人工智能|国产芯片|多模态AI|算力概念
874,688691.SH,灿芯股份,半导体,SEMI,0.2655,58.4,75.6,-66.27,,半导体概念|国产芯片
875,002655.SZ,共达电声,消费电子,SEMI,0.2657,58.4,129.0,468.32,-87.7,半导体概念|国产芯片
876,688328.SH,深科达,专用设备,SEMI,0.2669,58.5,84.2,68.48,-30.9,半导体概念|存储芯片
877,600006.SH,东风股份,商用车,AI+SEMI,0.2703,58.7,106.0,12.89,,人工智能|汽车芯片
878,300179.SZ,四方达,通用设备,SEMI,0.2717,58.7,168.4,98.04,-79.0,半导体概念
879,301161.SZ,唯万密封,工程机械,SEMI,0.2740,58.8,33.0,24.03,-10.3,半导体概念
880,002036.SZ,联创电子,光学光电子,AI+SEMI,0.2776,58.9,69.0,-9.63,,国产芯片|英伟达概念
881,301301.SZ,川宁生物,化学制药,AI,0.2777,58.9,192.4,34.67,-73.5,人工智能
882,301136.SZ,招标股份,工程咨询服务Ⅱ,AI,0.2790,59.0,30.7,142.61,-99.5,人工智能
883,300810.SZ,中科海讯,航海装备Ⅱ,AI+SEMI,0.2795,59.0,27.9,-49.82,,人工智能|国产芯片
884,688521.SH,芯原股份,半导体,AI+SEMI,0.2803,59.0,887.0,-72.45,,人工智能|先进封装|半导体概念|国产芯片
885,300482.SZ,万孚生物,医疗器械,AI,0.2805,59.1,74.9,30.56,,人工智能
886,603990.SH,麦迪科技,软件开发,AI,0.2816,59.1,69.4,451.36,-93.6,AI智能体|人工智能
887,002137.SZ,实益达,光学光电子,SEMI,0.2816,59.1,43.0,67.16,-89.7,先进封装|半导体概念
888,688286.SH,敏芯股份,半导体,AI+SEMI,0.2898,59.4,36.9,-89.54,,人工智能|半导体概念|国产芯片
889,300687.SZ,赛意信息,IT服务Ⅱ,AI,0.2899,59.5,106.6,84.42,,AI应用|人工智能|多模态AI|算力概念
890,603936.SH,博敏电子,元件,AI+SEMI,0.2903,59.5,111.1,-108.27,,CPO概念|光通信模块|第三代半导体
891,300857.SZ,协创数据,消费电子,AI+SEMI,0.2909,59.6,1178.4,31.63,430.3,AIGC概念|AI应用|AI智能体|CPO概念|人工智能|光通信模块|半导体概念|国产芯片|存储芯片|算力概念|英伟达概念
892,300709.SZ,精研科技,消费电子,AI,0.2913,59.6,75.0,-37.69,-89.8,液冷服务器
893,002649.SZ,博彦科技,IT服务Ⅱ,AI,0.2914,59.6,55.7,119.82,-92.5,AIGC概念|AI应用|人工智能
894,300654.SZ,世纪天鸿,出版,AI,0.2919,59.7,35.8,163.91,-93.1,AIGC概念|AI应用|AI智能体|AI语料|人工智能
895,300503.SZ,昊志机电,通用设备,SEMI,0.2932,59.7,206.6,44.46,-6.5,半导体概念
896,688981.SH,中芯国际,半导体,SEMI,0.2952,59.8,10322.9,189.59,-41.1,半导体概念|国产芯片|存储芯片
897,688385.SH,复旦微电,半导体,AI+SEMI,0.2985,59.9,432.7,25.48,7.8,AI芯片|半导体概念|国产芯片|存储芯片
898,001230.SZ,劲旅环境,环境治理,AI,0.2995,60.0,44.0,25.95,-7.9,人工智能
899,300307.SZ,慈星股份,专用设备,AI,0.2997,60.0,59.2,16.32,-86.0,人工智能
900,600936.SH,北投科技,IT服务Ⅱ,AI,0.3005,60.0,77.4,73.89,,AI智能体
901,300576.SZ,容大感光,电子化学品Ⅱ,SEMI,0.3008,60.0,120.7,112.35,-72.7,半导体概念
902,300024.SZ,机器人,自动化设备,AI+SEMI,0.3017,60.1,223.3,-59.03,,人工智能|半导体概念
903,688222.SH,成都先导,医疗服务,AI,0.3032,60.1,139.0,83.71,-69.4,人工智能
904,603777.SH,来伊份,休闲食品,AI,0.3036,60.2,44.2,-78.73,,人工智能
905,002766.SZ,索菱股份,汽车零部件,AI,0.3056,60.3,35.0,-42.57,,人工智能
906,001278.SZ,一彬科技,汽车零部件,SEMI,0.3063,60.3,19.6,-11.51,,半导体概念
907,000628.SZ,高新发展,房屋建设Ⅱ,SEMI,0.3083,60.5,168.2,173.32,-74.2,国产芯片
908,301458.SZ,钧崴电子,元件,AI,0.3092,60.6,97.2,66.15,-48.8,英伟达概念
909,300747.SZ,锐科激光,自动化设备,SEMI,0.3099,60.6,198.9,62.79,-56.0,国产芯片
910,603887.SH,城地香江,IT服务Ⅱ,AI,0.3123,60.7,55.6,-103.57,,液冷服务器|算力概念
911,002115.SZ,三维通信,通信服务,AI,0.3167,60.9,87.1,86.42,-95.7,人工智能
912,002831.SZ,裕同科技,包装印刷,AI,0.3185,61.0,325.3,33.09,24.0,液冷服务器
913,002362.SZ,汉王科技,软件开发,AI+SEMI,0.3186,61.0,38.3,-22.64,,AI应用|人工智能|国产芯片
914,300662.SZ,科锐国际,专业服务,AI,0.3260,61.2,38.3,10.42,76.7,人工智能
915,300613.SZ,富瀚微,半导体,AI+SEMI,0.3263,61.2,159.3,46.81,-7.5,人工智能|半导体概念|国产芯片
916,002042.SZ,华孚时尚,纺织制造,AI,0.3297,61.4,63.6,62.79,-95.7,AIGC概念|算力概念
917,688630.SH,芯碁微装,专用设备,SEMI,0.3297,61.4,624.3,144.0,136.5,先进封装|半导体概念
918,603015.SH,弘讯科技,自动化设备,AI+SEMI,0.3297,61.4,42.6,84.81,-90.1,人工智能|国产芯片
919,605090.SH,九丰能源,燃气Ⅱ,SEMI,0.3301,61.4,244.6,12.87,122.1,半导体概念
920,301071.SZ,力量钻石,非金属材料Ⅱ,SEMI,0.3303,61.4,144.1,79.97,-31.8,半导体概念
921,000581.SZ,威孚高科,汽车零部件,SEMI,0.3308,61.5,167.3,11.17,12.6,国产芯片|汽车芯片
922,600797.SH,浙大网新,IT服务Ⅱ,AI,0.3312,61.5,68.4,-57.53,,AI应用|AI智能体|人工智能|算力概念
923,300146.SZ,汤臣倍健,食品加工,AI,0.3328,61.6,162.2,13.45,-61.7,AI应用|AI智能体
924,603636.SH,南威软件,IT服务Ⅱ,AI,0.3333,61.7,39.3,-19.75,,AI应用|人工智能|算力概念
925,603920.SH,世运电路,元件,AI,0.3354,61.7,267.7,159.19,-46.7,英伟达概念
926,002326.SZ,永太科技,化学制品,AI,0.3380,61.9,183.6,43.86,-94.8,液冷服务器
927,600208.SH,衢州发展,房地产开发,SEMI,0.3399,62.0,245.1,19.48,-98.2,第四代半导体
928,688695.SH,中创股份,软件开发,AI,0.3420,62.2,16.2,-39.19,,AI智能体
929,688403.SH,汇成股份,半导体,SEMI,0.3420,62.2,231.4,2308.26,-93.6,半导体概念|国产芯片|存储芯片
930,603656.SH,泰禾智能,专用设备,AI,0.3440,62.3,31.4,103.25,-81.6,人工智能
931,002249.SZ,大洋电机,电机Ⅱ,AI,0.3448,62.3,171.2,20.47,-63.6,AIGC概念|液冷服务器
932,301221.SZ,光庭信息,汽车零部件,AI,0.3505,62.6,35.8,-60.77,-98.1,AI应用|人工智能
933,301103.SZ,何氏眼科,医疗服务,AI,0.3545,62.8,25.9,19.81,-82.6,AI应用|人工智能
934,002236.SZ,大华股份,计算机设备,AI,0.3590,63.0,526.4,11.04,15.2,AI应用|AI智能体|人工智能|多模态AI|算力概念
935,002725.SZ,跃岭股份,汽车零部件,AI+SEMI,0.3592,63.0,28.3,-130.55,-99.1,光通信模块|半导体概念|国产芯片
936,301399.SZ,英特科技,通用设备,AI,0.3624,63.1,31.6,-369.04,-93.7,液冷服务器
937,300803.SZ,指南针,软件开发,AI,0.3626,63.1,489.4,110.02,-67.1,人工智能
938,002862.SZ,实丰文化,文娱用品,AI,0.3636,63.1,22.5,84.23,,AIGC概念|AI智能体|人工智能
939,002265.SZ,建设工业,汽车零部件,AI,0.3654,63.2,186.6,135.25,-77.5,人工智能
